gene_id	gene_name	gene_type	strand	mappability	contig	TSS
ENSG00000236782.6	RP11-96L14.7	protein_coding	-	1.0	chr1	26171821
ENSG00000142675.17	CNKSR1	protein_coding	+	0.99929	chr1	26177403
ENSG00000188782.8	CATSPER4	protein_coding	+	1.0	chr1	26190561
ENSG00000236155.6	RP11-231P20.2	transcribed_unprocessed_pseudogene	+	0.9398	chr1	26209741
ENSG00000130695.14	CEP85	protein_coding	+	0.98906	chr1	26234153
ENSG00000142669.14	SH3BGRL3	protein_coding	+	0.99696	chr1	26279176
ENSG00000169442.8	CD52	protein_coding	+	1.0	chr1	26317957
ENSG00000158062.20	UBXN11	protein_coding	-	1.0	chr1	26318363
ENSG00000176092.14	AIM1L	protein_coding	-	0.9929	chr1	26360052
ENSG00000176083.17	ZNF683	protein_coding	-	0.94744	chr1	26374522
ENSG00000117682.16	DHDDS	protein_coding	+	0.9836	chr1	26432282
ENSG00000225891.1	RP3-476K8.3	antisense	-	1.0	chr1	26467282
ENSG00000117676.13	RPS6KA1	protein_coding	+	1.0	chr1	26529761
ENSG00000260063.1	RP5-968P14.2	antisense	-	1.0	chr1	26694131
ENSG00000117713.18	ARID1A	protein_coding	+	0.98542	chr1	26696032
ENSG00000060642.10	PIGV	protein_coding	+	0.99962	chr1	26787472
ENSG00000204160.11	ZDHHC18	protein_coding	+	1.0	chr1	26826710
ENSG00000175793.11	SFN	protein_coding	+	0.98541	chr1	26863138
ENSG00000142751.14	GPN2	protein_coding	-	0.87316	chr1	26890297
ENSG00000198746.12	GPATCH3	protein_coding	-	1.0	chr1	26900466
ENSG00000090273.13	NUDC	protein_coding	+	0.82998	chr1	26902282
ENSG00000131910.4	NR0B2	protein_coding	-	1.0	chr1	26913966
ENSG00000175707.8	KDF1	protein_coding	-	0.99959	chr1	26960406
ENSG00000253368.3	TRNP1	protein_coding	+	0.99967	chr1	26993707
ENSG00000158246.7	FAM46B	protein_coding	-	1.0	chr1	27012836
ENSG00000090020.10	SLC9A1	protein_coding	-	0.97387	chr1	27166981
ENSG00000142784.15	WDTC1	protein_coding	+	0.99911	chr1	27234516
ENSG00000243659.1	RP11-4K3__A.3	processed_pseudogene	+	0.949	chr1	27311240
ENSG00000186501.14	TMEM222	protein_coding	+	1.0	chr1	27322145
ENSG00000241547.1	ACTG1P20	processed_pseudogene	+	0.91703	chr1	27325329
ENSG00000142765.17	SYTL1	protein_coding	+	0.93783	chr1	27342020
ENSG00000142733.14	MAP3K6	protein_coding	-	0.99979	chr1	27366892
ENSG00000142748.12	FCN3	protein_coding	-	0.99318	chr1	27374824
ENSG00000174950.10	CD164L2	protein_coding	-	1.0	chr1	27383380
ENSG00000181773.6	GPR3	protein_coding	+	1.0	chr1	27392644
ENSG00000126705.13	AHDC1	protein_coding	-	0.99858	chr1	27604431
ENSG00000000938.12	FGR	protein_coding	-	0.99977	chr1	27635277
ENSG00000225886.3	RP11-288L9.4	antisense	+	1.0	chr1	27669468
ENSG00000126709.14	IFI6	protein_coding	-	0.95352	chr1	27672218
ENSG00000009780.15	FAM76A	protein_coding	+	0.9526	chr1	27725979
ENSG00000231344.1	RP3-426I6.2	processed_pseudogene	+	1.0	chr1	27739091
ENSG00000117758.13	STX12	protein_coding	+	0.99467	chr1	27773183
ENSG00000269971.1	RP3-426I6.5	sense_intronic	+	1.0	chr1	27773858
ENSG00000270031.1	RP3-426I6.6	sense_intronic	+	1.0	chr1	27819983
ENSG00000117751.17	PPP1R8	protein_coding	+	0.9922	chr1	27830778
ENSG00000130775.15	THEMIS2	protein_coding	+	1.0	chr1	27872543
ENSG00000117748.9	RPA2	protein_coding	-	0.98123	chr1	27914746
ENSG00000130768.14	SMPDL3B	protein_coding	+	0.99532	chr1	27934993
ENSG00000158156.7	XKR8	protein_coding	+	0.87866	chr1	27959462
ENSG00000238231.2	RP11-460I13.6	processed_pseudogene	-	1.0	chr1	27990524
ENSG00000158161.15	EYA3	protein_coding	-	0.94244	chr1	28088696
ENSG00000169403.11	PTAFR	protein_coding	-	0.92069	chr1	28193936
ENSG00000126698.10	DNAJC8	protein_coding	-	0.8584	chr1	28233025
ENSG00000130770.17	ATPIF1	protein_coding	+	1.0	chr1	28236109
ENSG00000270605.1	RP5-1092A3.4	antisense	-	0.9012	chr1	28241453
ENSG00000130766.4	SESN2	protein_coding	+	0.99981	chr1	28259527
ENSG00000204138.12	PHACTR4	protein_coding	+	0.84797	chr1	28369582
ENSG00000180198.15	RCC1	protein_coding	+	1.0	chr1	28505943
ENSG00000274266.1	SNORA73A	snoRNA	+	0.93182	chr1	28507366
ENSG00000200087.1	SNORA73B	snoRNA	+	0.92692	chr1	28508559
ENSG00000279443.1	RP4-669K10.8	TEC	+	0.86981	chr1	28544460
ENSG00000180098.9	TRNAU1AP	protein_coding	+	0.98567	chr1	28553085
ENSG00000278274.1	SNORA61	snoRNA	-	1.0	chr1	28579893
ENSG00000273544.1	SNORA44	snoRNA	-	1.0	chr1	28580512
ENSG00000197989.13	SNHG12	antisense	-	0.97694	chr1	28582983
ENSG00000120656.11	TAF12	protein_coding	-	0.94169	chr1	28643085
ENSG00000229388.1	LINC01715	lincRNA	+	0.99868	chr1	28643228
ENSG00000162419.12	GMEB1	protein_coding	+	0.88703	chr1	28668732
ENSG00000116329.10	OPRD1	protein_coding	+	0.93118	chr1	28812142
ENSG00000159023.19	EPB41	protein_coding	+	0.98017	chr1	28887091
ENSG00000253304.1	TMEM200B	protein_coding	-	1.0	chr1	29123935
ENSG00000277916.1	uc_338	misc_RNA	-	1.0	chr1	29171453
ENSG00000116350.16	SRSF4	protein_coding	-	0.98596	chr1	29181987
ENSG00000237934.1	RP11-467D18.2	antisense	+	1.0	chr1	29223933
ENSG00000116353.15	MECR	protein_coding	-	0.95853	chr1	29230942
ENSG00000060656.19	PTPRU	protein_coding	+	0.99933	chr1	29236516
ENSG00000186056.9	MATN1-AS1	antisense	+	1.0	chr1	30718504
ENSG00000162510.5	MATN1	protein_coding	-	0.99606	chr1	30723587
ENSG00000162511.7	LAPTM5	protein_coding	-	1.0	chr1	30757820
ENSG00000162512.15	SDC3	protein_coding	-	0.9981	chr1	30908761
ENSG00000134644.15	PUM1	protein_coding	-	0.97975	chr1	31065991
ENSG00000084628.9	NKAIN1	protein_coding	-	0.99959	chr1	31239554
ENSG00000229447.2	RP11-490K7.4	processed_pseudogene	-	1.0	chr1	31263681
ENSG00000060688.12	SNRNP40	protein_coding	-	0.9849	chr1	31296782
ENSG00000121766.15	ZCCHC17	protein_coding	+	0.94684	chr1	31296982
ENSG00000121769.7	FABP3	protein_coding	-	1.0	chr1	31376850
ENSG00000168528.11	SERINC2	protein_coding	+	1.0	chr1	31409565
ENSG00000229167.1	RP11-73M7.1	antisense	-	1.0	chr1	31575573
ENSG00000142910.15	TINAGL1	protein_coding	+	0.96176	chr1	31576485
ENSG00000121764.11	HCRTR1	protein_coding	+	1.0	chr1	31617686
ENSG00000235790.7	RP11-73M7.6	antisense	+	1.0	chr1	31644049
ENSG00000264078.1	RP11-73M7.9	antisense	+	0.98766	chr1	31644694
ENSG00000162517.12	PEF1	protein_coding	-	0.91414	chr1	31644896
ENSG00000084636.17	COL16A1	protein_coding	-	0.99639	chr1	31704319
ENSG00000121753.12	ADGRB2	protein_coding	-	0.99993	chr1	31764893
ENSG00000134668.12	SPOCD1	protein_coding	-	0.99527	chr1	31816051
ENSG00000269967.1	RP11-84A19.4	lincRNA	-	0.93624	chr1	31921841
ENSG00000228634.1	RP4-534N18.2	lincRNA	+	1.0	chr1	31933020
ENSG00000184007.18	PTP4A2	protein_coding	-	0.83209	chr1	31944856
ENSG00000121774.17	KHDRBS1	protein_coding	+	1.0	chr1	32013829
ENSG00000121775.17	TMEM39B	protein_coding	+	0.99957	chr1	32072031
ENSG00000025800.13	KPNA6	protein_coding	+	0.94347	chr1	32108038
ENSG00000084652.15	TXLNA	protein_coding	+	0.99685	chr1	32179686
ENSG00000160050.14	CCDC28B	protein_coding	+	0.94456	chr1	32200386
ENSG00000160051.11	IQCC	protein_coding	+	0.90344	chr1	32205759
ENSG00000224066.1	RP4-622L5.7	antisense	-	1.0	chr1	32206814
ENSG00000222046.2	DCDC2B	protein_coding	+	1.0	chr1	32209094
ENSG00000084623.11	EIF3I	protein_coding	+	0.80413	chr1	32222019
ENSG00000160055.19	TMEM234	protein_coding	-	1.0	chr1	32222357
ENSG00000220785.7	MTMR9LP	transcribed_unprocessed_pseudogene	-	0.99469	chr1	32241620
ENSG00000183615.5	FAM167B	protein_coding	+	1.0	chr1	32247233
ENSG00000182866.16	LCK	protein_coding	+	0.97892	chr1	32251239
ENSG00000116478.11	HDAC1	protein_coding	+	0.99271	chr1	32292086
ENSG00000175130.6	MARCKSL1	protein_coding	-	0.95447	chr1	32336379
ENSG00000233775.1	RP4-811H24.9	lincRNA	-	1.0	chr1	32350663
ENSG00000162526.6	TSSK3	protein_coding	+	1.0	chr1	32351521
ENSG00000225828.1	FAM229A	protein_coding	-	1.0	chr1	32362196
ENSG00000160058.18	BSDC1	protein_coding	-	0.99041	chr1	32394448
ENSG00000160062.14	ZBTB8A	protein_coding	+	0.82393	chr1	32539427
ENSG00000162521.18	RBBP4	protein_coding	+	0.83753	chr1	32651142
ENSG00000162520.14	SYNC	protein_coding	-	0.94738	chr1	32703596
ENSG00000162522.10	KIAA1522	protein_coding	+	0.99987	chr1	32741885
ENSG00000116497.17	S100PBP	protein_coding	+	0.96849	chr1	32816767
ENSG00000134684.10	YARS	protein_coding	-	0.97565	chr1	32818153
ENSG00000160097.16	FNDC5	protein_coding	-	1.0	chr1	32872482
ENSG00000121905.9	HPCA	protein_coding	+	1.0	chr1	32885994
ENSG00000121900.18	TMEM54	protein_coding	-	1.0	chr1	32901438
ENSG00000116514.16	RNF19B	protein_coding	-	0.97537	chr1	32964685
ENSG00000239670.1	RP4-803A2.2	unprocessed_pseudogene	+	1.0	chr1	32986952
ENSG00000236065.2	RP1-117O3.2	antisense	+	1.0	chr1	33031035
ENSG00000004455.16	AK2	protein_coding	-	0.88464	chr1	33080996
ENSG00000142920.16	AZIN2	protein_coding	+	1.0	chr1	33081104
ENSG00000278997.1	RP11-131M11.2	TEC	-	1.0	chr1	33143230
ENSG00000279179.1	RP11-131M11.3	TEC	+	0.95634	chr1	33162851
ENSG00000116525.13	TRIM62	protein_coding	-	1.0	chr1	33182059
ENSG00000160094.14	ZNF362	protein_coding	+	1.0	chr1	33256545
ENSG00000270115.1	RP11-415J8.7	lincRNA	+	1.0	chr1	33261212
ENSG00000225313.5	RP11-415J8.3	antisense	+	0.9762	chr1	33313324
ENSG00000184389.9	A3GALT2	protein_coding	-	1.0	chr1	33321098
ENSG00000222112.1	RN7SKP16	misc_RNA	-	1.0	chr1	33336864
ENSG00000233246.1	RP11-415J8.5	antisense	+	1.0	chr1	33350352
ENSG00000134686.18	PHC2	protein_coding	-	0.99828	chr1	33431052
ENSG00000121903.14	ZSCAN20	protein_coding	+	0.97493	chr1	33472645
ENSG00000121904.17	CSMD2	protein_coding	-	0.98254	chr1	34165842
ENSG00000189280.3	GJB5	protein_coding	+	1.0	chr1	34755047
ENSG00000189433.5	GJB4	protein_coding	+	1.0	chr1	34759741
ENSG00000188910.7	GJB3	protein_coding	+	1.0	chr1	34781189
ENSG00000187513.8	GJA4	protein_coding	+	0.95065	chr1	34792998
ENSG00000230163.1	RP5-997D16.2	antisense	+	1.0	chr1	34850694
ENSG00000163866.8	SMIM12	protein_coding	-	0.93529	chr1	34859816
ENSG00000116544.11	DLGAP3	protein_coding	-	1.0	chr1	34929585
ENSG00000241014.1	RP11-244H3.1	processed_transcript	-	1.0	chr1	34978706
ENSG00000243749.1	TMEM35B	protein_coding	-	1.0	chr1	34985353
ENSG00000163867.16	ZMYM6	protein_coding	-	0.97914	chr1	35031968
ENSG00000197056.9	ZMYM1	protein_coding	+	0.99736	chr1	35059786
ENSG00000116560.10	SFPQ	protein_coding	-	0.95566	chr1	35193148
ENSG00000146463.11	ZMYM4	protein_coding	+	0.91675	chr1	35268967
ENSG00000142687.17	KIAA0319L	protein_coding	-	0.95357	chr1	35557413
ENSG00000020129.15	NCDN	protein_coding	+	0.99517	chr1	35557473
ENSG00000116819.6	TFAP2E	protein_coding	+	0.99929	chr1	35573370
ENSG00000239636.1	RP4-728D4.2	antisense	-	1.0	chr1	35577729
ENSG00000126067.11	PSMB2	protein_coding	-	0.89706	chr1	35641844
ENSG00000142686.7	C1orf216	protein_coding	-	0.98276	chr1	35719472
ENSG00000092853.13	CLSPN	protein_coding	-	0.92388	chr1	35769967
ENSG00000134698.10	AGO4	protein_coding	+	0.97615	chr1	35808172
ENSG00000092847.11	AGO1	protein_coding	+	0.99339	chr1	35869808
ENSG00000126070.19	AGO3	protein_coding	+	0.91302	chr1	35930718
ENSG00000271554.1	RP4-665N4.8	antisense	-	1.0	chr1	36013629
ENSG00000232862.5	RP4-665N4.4	transcribed_processed_pseudogene	-	1.0	chr1	36084026
ENSG00000092850.11	TEKT2	protein_coding	+	0.98981	chr1	36084075
ENSG00000116863.10	ADPRHL2	protein_coding	+	1.0	chr1	36088875
ENSG00000171812.12	COL8A2	protein_coding	-	1.0	chr1	36125220
ENSG00000116871.15	MAP7D1	protein_coding	+	0.99168	chr1	36155579
ENSG00000054116.11	TRAPPC3	protein_coding	-	0.99173	chr1	36155964
ENSG00000054118.13	THRAP3	protein_coding	+	0.82519	chr1	36224416
ENSG00000214193.10	SH3D21	protein_coding	+	1.0	chr1	36306387
ENSG00000142694.6	EVA1B	protein_coding	-	1.0	chr1	36323615
ENSG00000116883.8	RP11-268J15.5	antisense	+	0.9997	chr1	36323734
ENSG00000196182.10	STK40	protein_coding	-	0.99989	chr1	36385896
ENSG00000181817.5	LSM10	protein_coding	-	1.0	chr1	36397892
ENSG00000116885.18	OSCP1	protein_coding	-	1.0	chr1	36450451
ENSG00000116898.11	MRPS15	protein_coding	-	0.9733	chr1	36464437
ENSG00000119535.17	CSF3R	protein_coding	-	0.9938	chr1	36483278
ENSG00000163873.9	GRIK3	protein_coding	-	1.0	chr1	37034129
ENSG00000233621.1	LINC01137	antisense	-	0.99957	chr1	37474411
ENSG00000163874.10	ZC3H12A	protein_coding	+	0.95052	chr1	37474552
ENSG00000163875.15	MEAF6	protein_coding	-	0.95308	chr1	37514774
ENSG00000232273.1	FTH1P1	processed_pseudogene	+	0.86997	chr1	37544763
ENSG00000163877.10	SNIP1	protein_coding	-	0.90982	chr1	37554344
ENSG00000163879.10	DNALI1	protein_coding	+	0.99938	chr1	37556919
ENSG00000134697.12	GNL2	protein_coding	-	0.96219	chr1	37595935
ENSG00000169218.13	RSPO1	protein_coding	-	0.99621	chr1	37634923
ENSG00000116922.14	C1orf109	protein_coding	-	0.95805	chr1	37692249
ENSG00000134690.10	CDCA8	protein_coding	+	0.99669	chr1	37692418
ENSG00000183317.16	EPHA10	protein_coding	-	0.9615	chr1	37765133
ENSG00000185090.14	MANEAL	protein_coding	+	0.99594	chr1	37793802
ENSG00000196449.3	YRDC	protein_coding	-	0.98211	chr1	37806976
ENSG00000197982.13	C1orf122	protein_coding	+	1.0	chr1	37806979
ENSG00000188786.9	MTF1	protein_coding	-	0.97151	chr1	37859620
ENSG00000204084.12	INPP5B	protein_coding	-	0.86661	chr1	37947057
ENSG00000183431.11	SF3A3	protein_coding	-	0.84598	chr1	37990921
ENSG00000183386.9	FHL3	protein_coding	-	1.0	chr1	38005606
ENSG00000183520.11	UTP11	protein_coding	+	0.83695	chr1	38009258
ENSG00000185668.7	POU3F1	protein_coding	-	0.9873	chr1	38046794
ENSG00000215895.4	RP11-334L9.1	processed_pseudogene	+	0.84606	chr1	38708931
ENSG00000116954.7	RRAGC	protein_coding	-	0.99454	chr1	38859823
ENSG00000228436.2	RP5-864K19.4	antisense	+	1.0	chr1	38860000
ENSG00000214114.8	MYCBP	protein_coding	-	0.92225	chr1	38873368
ENSG00000131233.9	GJA9	protein_coding	-	0.98255	chr1	38881587
ENSG00000158315.10	RHBDL2	protein_coding	-	0.8644	chr1	38941799
ENSG00000174574.15	AKIRIN1	protein_coding	+	0.81754	chr1	38991223
ENSG00000168653.10	NDUFS5	protein_coding	+	0.83091	chr1	39026318
ENSG00000127603.23	MACF1	protein_coding	+	0.97855	chr1	39081316
ENSG00000270040.1	RP11-416A14.1	sense_intronic	+	1.0	chr1	39206512
ENSG00000182109.7	RP11-69E11.4	antisense	-	0.93723	chr1	39546187
ENSG00000243970.1	PPIEL	unprocessed_pseudogene	-	1.0	chr1	39558707
ENSG00000201457.1	SNORA55	snoRNA	-	1.0	chr1	39567508
ENSG00000228060.1	RP11-69E11.8	antisense	+	1.0	chr1	39570480
ENSG00000090621.13	PABPC4	protein_coding	-	0.96349	chr1	39576790
ENSG00000163909.7	HEYL	protein_coding	-	0.99992	chr1	39639945
ENSG00000116981.3	NT5C1A	protein_coding	-	1.0	chr1	39672038
ENSG00000116983.12	HPCAL4	protein_coding	-	1.0	chr1	39691689
ENSG00000084072.16	PPIE	protein_coding	+	0.93388	chr1	39692182
ENSG00000116985.11	BMP8B	protein_coding	-	0.89468	chr1	39788861
ENSG00000261798.1	RP1-118J21.25	antisense	+	0.91667	chr1	39788976
ENSG00000043514.15	TRIT1	protein_coding	-	1.0	chr1	39883511
ENSG00000116990.10	MYCL	protein_coding	-	0.96888	chr1	39902256
ENSG00000168389.17	MFSD2A	protein_coding	+	1.0	chr1	39955112
ENSG00000131238.16	PPT1	protein_coding	-	0.99982	chr1	40097703
ENSG00000117000.8	RLF	protein_coding	+	0.99874	chr1	40161373
ENSG00000259943.1	RP1-39G22.7	antisense	-	1.0	chr1	40257967
ENSG00000084073.8	ZMPSTE24	protein_coding	+	0.98509	chr1	40258107
ENSG00000049089.13	COL9A2	protein_coding	-	1.0	chr1	40317294
ENSG00000084070.11	SMAP2	protein_coding	+	0.99961	chr1	40344850
ENSG00000187801.14	ZFP69B	protein_coding	+	0.99113	chr1	40450107
ENSG00000260920.2	RP1-228H13.5	sense_overlapping	+	1.0	chr1	40464319
ENSG00000279667.1	RP11-656D10.7	TEC	+	1.0	chr1	40473055
ENSG00000187815.9	ZFP69	protein_coding	+	1.0	chr1	40477215
ENSG00000238287.1	RP11-656D10.3	antisense	-	0.97108	chr1	40508661
ENSG00000164002.11	EXO5	protein_coding	+	0.94476	chr1	40508741
ENSG00000238186.1	RP11-656D10.6	antisense	-	1.0	chr1	40517174
ENSG00000117010.15	ZNF684	protein_coding	+	0.93346	chr1	40531561
ENSG00000117016.9	RIMS3	protein_coding	-	0.99975	chr1	40665657
ENSG00000272145.1	NFYC-AS1	antisense	-	1.0	chr1	40692007
ENSG00000066136.20	NFYC	protein_coding	+	0.94923	chr1	40692067
ENSG00000117013.14	KCNQ4	protein_coding	+	1.0	chr1	40784012
ENSG00000179862.6	CITED4	protein_coding	-	1.0	chr1	40862366
ENSG00000171793.13	CTPS1	protein_coding	+	1.0	chr1	40979335
ENSG00000281207.1	SLFNL1-AS1	antisense	+	0.94849	chr1	41014590
ENSG00000171790.15	SLFNL1	protein_coding	-	1.0	chr1	41023237
ENSG00000010803.16	SCMH1	protein_coding	-	0.98835	chr1	41242116
ENSG00000235358.1	RP11-399E6.1	lincRNA	+	1.0	chr1	41242373
ENSG00000204060.6	FOXO6	protein_coding	+	1.0	chr1	41361922
ENSG00000229901.1	RP11-399E6.4	antisense	-	0.99238	chr1	41375669
ENSG00000127129.9	EDN2	protein_coding	-	1.0	chr1	41484673
ENSG00000230638.4	RP11-486B10.4	processed_pseudogene	+	1.0	chr1	41542069
ENSG00000127124.14	HIVEP3	protein_coding	-	0.99963	chr1	42035925
ENSG00000198815.8	FOXJ3	protein_coding	-	0.97422	chr1	42335877
ENSG00000227527.2	RP11-223A3.1	sense_overlapping	-	1.0	chr1	42338376
ENSG00000177181.14	RIMKLA	protein_coding	+	0.98124	chr1	42380795
ENSG00000066185.12	ZMYND12	protein_coding	-	1.0	chr1	42456116
ENSG00000127125.8	PPCS	protein_coding	+	0.97941	chr1	42456268
ENSG00000186409.14	CCDC30	protein_coding	+	0.95783	chr1	42463330
ENSG00000171960.10	PPIH	protein_coding	+	0.98368	chr1	42658425
ENSG00000234917.2	RP5-994D16.3	lincRNA	+	1.0	chr1	42678735
ENSG00000117385.15	P3H1	protein_coding	-	0.94468	chr1	42767084
ENSG00000164008.14	C1orf50	protein_coding	+	1.0	chr1	42767269
ENSG00000228452.1	RP5-994D16.9	antisense	-	1.0	chr1	42776790
ENSG00000274386.5	TMEM269	protein_coding	+	0.92805	chr1	42785007
ENSG00000177868.11	SVBP	protein_coding	-	0.9928	chr1	42816804
ENSG00000164010.13	ERMAP	protein_coding	+	0.99795	chr1	42817124
ENSG00000228192.7	RP11-342M1.3	antisense	-	0.99532	chr1	42846422
ENSG00000164011.17	ZNF691	protein_coding	+	0.99962	chr1	42846573
ENSG00000117394.20	SLC2A1	protein_coding	-	1.0	chr1	42959048
ENSG00000227533.5	SLC2A1-AS1	lincRNA	+	0.99374	chr1	42959295
ENSG00000186973.10	FAM183A	protein_coding	+	0.9939	chr1	43145153
ENSG00000243710.7	CFAP57	protein_coding	+	0.99939	chr1	43172864
ENSG00000179178.10	TMEM125	protein_coding	+	1.0	chr1	43269994
ENSG00000117395.12	EBNA1BP2	protein_coding	-	0.98955	chr1	43270936
ENSG00000253313.5	C1orf210	protein_coding	-	0.85998	chr1	43285617
ENSG00000066056.13	TIE1	protein_coding	+	0.96025	chr1	43300993
ENSG00000117400.16	MPL	protein_coding	+	1.0	chr1	43337849
ENSG00000234694.1	RP1-92O14.3	antisense	-	0.95926	chr1	43358658
ENSG00000117399.13	CDC20	protein_coding	+	0.82049	chr1	43358955
ENSG00000066322.14	ELOVL1	protein_coding	-	0.99967	chr1	43368074
ENSG00000229431.1	RP1-92O14.6	antisense	+	1.0	chr1	43385113
ENSG00000159479.16	MED8	protein_coding	-	0.99833	chr1	43389808
ENSG00000198198.15	SZT2	protein_coding	+	0.96251	chr1	43389882
ENSG00000229348.1	HYI-AS1	3prime_overlapping_ncRNA	+	0.91058	chr1	43456578
ENSG00000142949.16	PTPRF	protein_coding	+	0.98635	chr1	43525187
ENSG00000066135.12	KDM4A	protein_coding	+	0.99879	chr1	43650158
ENSG00000126091.19	ST3GAL3	protein_coding	+	1.0	chr1	43705824
ENSG00000236200.5	KDM4A-AS1	antisense	-	0.90084	chr1	43708138
ENSG00000117407.16	ARTN	protein_coding	+	0.99975	chr1	43933320
ENSG00000237950.1	RP11-7O11.3	antisense	-	1.0	chr1	43946551
ENSG00000117408.10	IPO13	protein_coding	+	1.0	chr1	43946939
ENSG00000132768.13	DPH2	protein_coding	+	0.99778	chr1	43970000
ENSG00000117410.13	ATP6V0B	protein_coding	+	1.0	chr1	43974487
ENSG00000117411.16	B4GALT2	protein_coding	+	0.99944	chr1	43978943
ENSG00000159214.12	CCDC24	protein_coding	+	0.91254	chr1	43991359
ENSG00000230615.6	RP5-1198O20.4	lincRNA	+	0.94498	chr1	44030443
ENSG00000196517.11	SLC6A9	protein_coding	-	1.0	chr1	44031467
ENSG00000178028.13	DMAP1	protein_coding	+	0.99991	chr1	44213455
ENSG00000233602.1	ERI3-IT1	sense_intronic	-	1.0	chr1	44244273
ENSG00000117419.14	ERI3	protein_coding	-	1.0	chr1	44355260
ENSG00000187147.17	RNF220	protein_coding	+	0.98585	chr1	44405194
ENSG00000126106.13	TMEM53	protein_coding	-	0.97753	chr1	44674555
ENSG00000198520.10	C1orf228	protein_coding	+	0.98585	chr1	44674713
ENSG00000142945.12	KIF2C	protein_coding	+	1.0	chr1	44739818
ENSG00000142937.11	RPS8	protein_coding	+	0.92042	chr1	44775251
ENSG00000200913.1	SNORD46	snoRNA	+	1.0	chr1	44776490
ENSG00000142959.4	BEST4	protein_coding	-	0.99634	chr1	44787705
ENSG00000173846.12	PLK3	protein_coding	+	0.95181	chr1	44800225
ENSG00000188396.3	TCTEX1D4	protein_coding	-	1.0	chr1	44806675
ENSG00000222009.8	BTBD19	protein_coding	+	0.95747	chr1	44808482
ENSG00000117425.13	PTCH2	protein_coding	-	0.99812	chr1	44843063
ENSG00000070785.16	EIF2B3	protein_coding	-	0.97209	chr1	44986722
ENSG00000268949.1	MRPS17P1	processed_pseudogene	-	0.90069	chr1	44991834
ENSG00000126107.14	HECTD3	protein_coding	-	1.0	chr1	45011329
ENSG00000126088.13	UROD	protein_coding	+	1.0	chr1	45012147
ENSG00000281912.1	LINC01144	lincRNA	+	1.0	chr1	45303910
ENSG00000162415.6	ZSWIM5	protein_coding	-	0.94301	chr1	45306209
ENSG00000186603.5	HPDL	protein_coding	+	1.0	chr1	45326905
ENSG00000132781.17	MUTYH	protein_coding	-	0.97226	chr1	45338656
ENSG00000132773.11	TOE1	protein_coding	+	0.99119	chr1	45339670
ENSG00000070759.16	TESK2	protein_coding	-	0.99861	chr1	45491166
ENSG00000280670.2	CCDC163	protein_coding	-	0.91829	chr1	45500052
ENSG00000132763.14	MMACHC	protein_coding	+	0.89092	chr1	45500080
ENSG00000117450.13	PRDX1	protein_coding	-	0.90174	chr1	45523047
ENSG00000117448.13	AKR1A1	protein_coding	+	0.95471	chr1	45550543
ENSG00000132780.16	NASP	protein_coding	+	0.8603	chr1	45583846
ENSG00000159588.14	CCDC17	protein_coding	-	1.0	chr1	45624057
ENSG00000225447.1	RPS15AP10	processed_pseudogene	-	1.0	chr1	45646197
ENSG00000234329.1	RP11-767N6.2	processed_pseudogene	-	0.93665	chr1	45651826
ENSG00000159592.10	GPBP1L1	protein_coding	-	0.99989	chr1	45687146
ENSG00000159596.6	TMEM69	protein_coding	+	0.87845	chr1	45687214
ENSG00000230896.1	RP11-767N6.7	sense_intronic	-	1.0	chr1	45697058
ENSG00000197429.10	IPP	protein_coding	-	0.94488	chr1	45750650
ENSG00000086015.20	MAST2	protein_coding	+	0.94069	chr1	45786987
ENSG00000226957.1	RP4-533D7.4	antisense	+	1.0	chr1	46046818
ENSG00000117461.14	PIK3R3	protein_coding	-	0.97753	chr1	46133036
ENSG00000117472.9	TSPAN1	protein_coding	+	1.0	chr1	46175073
ENSG00000085998.13	POMGNT1	protein_coding	-	0.96078	chr1	46198443
ENSG00000171357.5	LURAP1	protein_coding	+	0.94402	chr1	46203334
ENSG00000085999.11	RAD54L	protein_coding	+	0.99989	chr1	46247688
ENSG00000132128.16	LRRC41	protein_coding	-	0.96379	chr1	46303608
ENSG00000117481.10	NSUN4	protein_coding	+	0.96046	chr1	46340177
ENSG00000117480.15	FAAH	protein_coding	+	1.0	chr1	46394265
ENSG00000232022.7	FAAHP1	transcribed_unprocessed_pseudogene	+	1.0	chr1	46432129
ENSG00000224863.2	LINC01398	processed_transcript	-	1.0	chr1	46451281
ENSG00000269956.1	MKNK1-AS1	antisense	+	0.99919	chr1	46538696
ENSG00000079277.19	MKNK1	protein_coding	-	0.9336	chr1	46604294
ENSG00000142961.14	MOB3C	protein_coding	-	1.0	chr1	46616891
